0,1.225
50,1.21913
100,1.21328
150,1.20746
200,1.20165
250,1.19587
300,1.19011
350,1.18436
400,1.17864
450,1.17295
500,1.16727
550,1.16161
600,1.15598
650,1.15036
700,1.14477
750,1.1392
800,1.13364
850,1.12811
900,1.1226
950,1.11711
1000,1.11164
1050,1.10619
1100,1.10077
1150,1.09536
1200,1.08997
1250,1.0846
1300,1.07925
1350,1.07393
1400,1.06862
1450,1.06333
1500,1.05807
1550,1.05282
1600,1.04759
1650,1.04239
1700,1.0372
1750,1.03203
1800,1.02688
1850,1.02176
1900,1.01665
1950,1.01156
2000,1.00649
2050,1.00144
2100,0.99641
2150,0.991399
2200,0.986407
2250,0.981435
2300,0.976481
2350,0.971547
2400,0.966632
2450,0.961736
2500,0.956859
2550,0.952001
2600,0.947162
2650,0.942341
2700,0.93754
2750,0.932757
2800,0.927993
2850,0.923247
2900,0.91852
2950,0.913812
3000,0.909122
3050,0.904451
3100,0.899798
3150,0.895163
3200,0.890546
3250,0.885948
3300,0.881368
3350,0.876806
3400,0.872262
3450,0.867737
3500,0.863229
3550,0.858739
3600,0.854267
3650,0.849813
3700,0.845377
3750,0.840958
3800,0.836557
3850,0.832174
3900,0.827808
3950,0.82346
4000,0.819129
4050,0.814816
4100,0.81052
4150,0.806242
4200,0.801981
4250,0.797737
4300,0.79351
4350,0.789301
4400,0.785108
4450,0.780933
4500,0.776775
4550,0.772633
4600,0.768509
4650,0.764401
4700,0.76031
4750,0.756236
4800,0.752179
4850,0.748138
4900,0.744114
4950,0.740107
5000,0.736116
5050,0.732141
5100,0.728183
5150,0.724242
5200,0.720317
5250,0.716408
5300,0.712515
5350,0.708638
5400,0.704778
5450,0.700934
5500,0.697106
5550,0.693294
5600,0.689497
5650,0.685717
5700,0.681953
5750,0.678204
5800,0.674471
5850,0.670754
5900,0.667053
5950,0.663367
6000,0.659697
6050,0.656043
6100,0.652404
6150,0.64878
6200,0.645172
6250,0.641579
6300,0.638002
6350,0.634439
6400,0.630892
6450,0.627361
6500,0.623844
6550,0.620343
6600,0.616856
6650,0.613385
6700,0.609928
6750,0.606487
6800,0.60306
6850,0.599648
6900,0.596251
6950,0.592869
7000,0.589501
7050,0.586148
7100,0.58281
7150,0.579486
7200,0.576177
7250,0.572882
7300,0.569602
7350,0.566336
7400,0.563084
7450,0.559847
7500,0.556624
7550,0.553415
7600,0.55022
7650,0.547039
7700,0.543873
7750,0.540721
7800,0.537582
7850,0.534458
7900,0.531347
7950,0.52825
8000,0.525168
8050,0.522098
8100,0.519043
8150,0.516001
8200,0.512973
8250,0.509959
8300,0.506958
8350,0.503971
8400,0.500997
8450,0.498037
8500,0.49509
8550,0.492156
8600,0.489236
8650,0.486329
8700,0.483435
8750,0.480555
8800,0.477687
8850,0.474833
8900,0.471992
8950,0.469163
9000,0.466348
9050,0.463546
9100,0.460756
9150,0.45798
9200,0.455216
9250,0.452465
9300,0.449727
9350,0.447001
9400,0.444289
9450,0.441588
9500,0.438901
9550,0.436226
9600,0.433563
9650,0.430913
9700,0.428275
9750,0.425649
9800,0.423036
9850,0.420436
9900,0.417847
9950,0.415271
10000,0.412707
10050,0.410155
10100,0.407615
10150,0.405087
10200,0.402571
10250,0.400067
10300,0.397575
10350,0.395095
